# 00. TABLAS DEL ESQUEMA SYSTEM
|TABLE_NAME                         |TABLESPACE_NAME|STATUS|NUM_ROWS|LAST_ANALYZED          |
|MVIEW$_ADV_AJG                     |SYS_C002164                      |"\"HASHVALUE\" IS NOT NULL"                             |ENABLED|
|MVIEW$_ADV_BASETABLE               |SYS_C002134                      |"\"COLLECTIONID#\" IS NOT NULL"                         |ENABLED|
|MVIEW$_ADV_BASETABLE               |SYS_C002135                      |"\"QUERYID#\" IS NOT NULL"                              |ENABLED|
|MVIEW$_ADV_CLIQUE                  |SYS_C002181                      |"\"CLIQUEID#\" IS NOT NULL"                             |ENABLED|
|MVIEW$_ADV_CLIQUE                  |SYS_C002182                      |"\"RUNID#\" IS NOT NULL"                                |ENABLED|
|MVIEW$_ADV_CLIQUE                  |SYS_C002183                      |"\"CLIQUEDESLEN\" IS NOT NULL"                          |ENABLED|
|MVIEW$_ADV_CLIQUE                  |SYS_C002184                      |"\"CLIQUEDES\" IS NOT NULL"                             |ENABLED|
|MVIEW$_ADV_CLIQUE                  |SYS_C002185                      |"\"HASHVALUE\" IS NOT NULL"                             |ENABLED|
|MVIEW$_ADV_CLIQUE                  |SYS_C002186                      |"\"FREQUENCY\" IS NOT NULL"                             |ENABLED|
|MVIEW$_ADV_CLIQUE                  |SYS_C002187                      |"\"BYTECOST\" IS NOT NULL"                              |ENABLED|
|MVIEW$_ADV_CLIQUE                  |SYS_C002188                      |"\"ROWSIZE\" IS NOT NULL"                               |ENABLED|
|MVIEW$_ADV_CLIQUE                  |SYS_C002189                      |"\"NUMROWS\" IS NOT NULL"                               |ENABLED|
|MVIEW$_ADV_ELIGIBLE                |SYS_C002192                      |"\"SUMOBJN#\" IS NOT NULL"                              |ENABLED|
|MVIEW$_ADV_ELIGIBLE                |SYS_C002193                      |"\"RUNID#\" IS NOT NULL"                                |ENABLED|
|MVIEW$_ADV_ELIGIBLE                |SYS_C002194                      |"\"BYTECOST\" IS NOT NULL"                              |ENABLED|
|MVIEW$_ADV_ELIGIBLE                |SYS_C002195                      |"\"FLAGS\" IS NOT NULL"                                 |ENABLED|
|MVIEW$_ADV_ELIGIBLE                |SYS_C002196                      |"\"FREQUENCY\" IS NOT NULL"                             |ENABLED|
|MVIEW$_ADV_FILTER                  |SYS_C002137                      |"\"FILTERID#\" IS NOT NULL"                             |ENABLED|
|MVIEW$_ADV_FILTER                  |SYS_C002138                      |"\"SUBFILTERNUM#\" IS NOT NULL"                         |ENABLED|
|MVIEW$_ADV_FILTER                  |SYS_C002139                      |"\"SUBFILTERTYPE\" IS NOT NULL"                         |ENABLED|
|MVIEW$_ADV_FILTERINSTANCE          |SYS_C002143                      |"\"RUNID#\" IS NOT NULL"                                |ENABLED|
|MVIEW$_ADV_FJG                     |SYS_C002167                      |"\"FJGID#\" IS NOT NULL"                                |ENABLED|
|MVIEW$_ADV_FJG                     |SYS_C002168                      |"\"AJGID#\" IS NOT NULL"                                |ENABLED|
|MVIEW$_ADV_FJG                     |SYS_C002169                      |"\"FJGDESLEN\" IS NOT NULL"                             |ENABLED|
|MVIEW$_ADV_FJG                     |SYS_C002170                      |"\"FJGDES\" IS NOT NULL"                                |ENABLED|
|MVIEW$_ADV_FJG                     |SYS_C002171                      |"\"HASHVALUE\" IS NOT NULL"                             |ENABLED|
|MVIEW$_ADV_GC                      |SYS_C002174                      |"\"GCID#\" IS NOT NULL"                                 |ENABLED|
|MVIEW$_ADV_GC                      |SYS_C002175                      |"\"FJGID#\" IS NOT NULL"                                |ENABLED|
|MVIEW$_ADV_GC                      |SYS_C002176                      |"\"GCDESLEN\" IS NOT NULL"                              |ENABLED|
|MVIEW$_ADV_GC                      |SYS_C002177                      |"\"GCDES\" IS NOT NULL"                                 |ENABLED|
|MVIEW$_ADV_GC                      |SYS_C002178                      |"\"HASHVALUE\" IS NOT NULL"                             |ENABLED|
|MVIEW$_ADV_INFO                    |SYS_C002207                      |"\"RUNID#\" IS NOT NULL"                                |ENABLED|
|MVIEW$_ADV_INFO                    |SYS_C002208                      |"\"SEQ#\" IS NOT NULL"                                  |ENABLED|
|MVIEW$_ADV_INFO                    |SYS_C002209                      |"\"TYPE\" IS NOT NULL"                                  |ENABLED|
|MVIEW$_ADV_INFO                    |SYS_C002210                      |"\"INFOLEN\" IS NOT NULL"                               |ENABLED|
|MVIEW$_ADV_JOURNAL                 |SYS_C002213                      |"\"RUNID#\" IS NOT NULL"                                |ENABLED|
|MVIEW$_ADV_JOURNAL                 |SYS_C002214                      |"\"SEQ#\" IS NOT NULL"                                  |ENABLED|
|MVIEW$_ADV_JOURNAL                 |SYS_C002215                      |"\"TIMESTAMP\" IS NOT NULL"                             |ENABLED|
|MVIEW$_ADV_JOURNAL                 |SYS_C002216                      |"\"FLAGS\" IS NOT NULL"                                 |ENABLED|
|MVIEW$_ADV_LEVEL                   |SYS_C002145                      |"\"RUNID#\" IS NOT NULL"                                |ENABLED|
|MVIEW$_ADV_LEVEL                   |SYS_C002146                      |"\"LEVELID#\" IS NOT NULL"                              |ENABLED|
|MVIEW$_ADV_LEVEL                   |SYS_C002147                      |"\"FLAGS\" IS NOT NULL"                                 |ENABLED|
|MVIEW$_ADV_LEVEL                   |SYS_C002148                      |"\"TBLOBJ#\" IS NOT NULL"                               |ENABLED|
|MVIEW$_ADV_LEVEL                   |SYS_C002149                      |"\"COLUMNLIST\" IS NOT NULL"                            |ENABLED|
|MVIEW$_ADV_LOG                     |SYS_C002141                      |"\"STATUS\" IS NOT NULL"                                |ENABLED|
|MVIEW$_ADV_OUTPUT                  |SYS_C002199                      |"\"RUNID#\" IS NOT NULL"                                |ENABLED|
|MVIEW$_ADV_OUTPUT                  |SYS_C002200                      |"\"OUTPUT_TYPE\" IS NOT NULL"                           |ENABLED|
|MVIEW$_ADV_OUTPUT                  |SYS_C002201                      |"\"BENEFIT_TO_COST_RATIO\" IS NOT NULL"                 |ENABLED|
|MVIEW$_ADV_PARAMETERS              |SYS_C002205                      |"\"PARAMETER_TYPE\" IS NOT NULL"                        |ENABLED|
|MVIEW$_ADV_ROLLUP                  |SYS_C002152                      |"\"RUNID#\" IS NOT NULL"                                |ENABLED|
|MVIEW$_ADV_ROLLUP                  |SYS_C002153                      |"\"CLEVELID#\" IS NOT NULL"                             |ENABLED|
|MVIEW$_ADV_ROLLUP                  |SYS_C002154                      |"\"PLEVELID#\" IS NOT NULL"                             |ENABLED|
|MVIEW$_ADV_ROLLUP                  |SYS_C002155                      |"\"FLAGS\" IS NOT NULL"                                 |ENABLED|
|MVIEW$_ADV_WORKLOAD                |SYS_C002127                      |"\"QUERYID#\" IS NOT NULL"                              |ENABLED|
|MVIEW$_ADV_WORKLOAD                |SYS_C002128                      |"\"COLLECTIONID#\" IS NOT NULL"                         |ENABLED|
|MVIEW$_ADV_WORKLOAD                |SYS_C002129                      |"\"COLLECTTIME\" IS NOT NULL"                           |ENABLED|
|MVIEW$_ADV_WORKLOAD                |SYS_C002130                      |"\"UNAME\" IS NOT NULL"                                 |ENABLED|
|MVIEW$_ADV_WORKLOAD                |SYS_C002131                      |"\"SQL_TEXT\" IS NOT NULL"                              |ENABLED|
|MVIEW$_ADV_WORKLOAD                |SYS_C002132                      |"\"SQL_TEXTLEN\" IS NOT NULL"                           |ENABLED|
|PLAZO_ATENCION_DOCUMENTO           |CK_PLAZO_ATENCION_ACTIVO         |"ACTIVO IN (0, 1)"                                      |ENABLED|
|PLAZO_ATENCION_DOCUMENTO           |SYS_C008395                      |"\"ID_PLAZO_ATENCION\" IS NOT NULL"                     |ENABLED|
|PLAZO_ATENCION_DOCUMENTO           |SYS_C008396                      |"\"ID_TIPO_DOCUMENTO\" IS NOT NULL"                     |ENABLED|
|PLAZO_ATENCION_DOCUMENTO           |SYS_C008397                      |"\"DIAS_PLAZO\" IS NOT NULL"                            |ENABLED|
|PLAZO_ATENCION_DOCUMENTO           |SYS_C008398                      |"\"PORCENTAJE_VERDE_DESDE\" IS NOT NULL"                |ENABLED|
|PLAZO_ATENCION_DOCUMENTO           |SYS_C008399                      |"\"PORCENTAJE_AMARILLO_DESDE\" IS NOT NULL"             |ENABLED|
|PLAZO_ATENCION_DOCUMENTO           |SYS_C008400                      |"\"PORCENTAJE_ROJO_DESDE\" IS NOT NULL"                 |ENABLED|
|PLAZO_ATENCION_DOCUMENTO           |SYS_C008401                      |"\"ACTIVO\" IS NOT NULL"                                |ENABLED|
|PLAZO_ATENCION_DOCUMENTO           |SYS_C008402                      |"\"FECHA_REGISTRO\" IS NOT NULL"                        |ENABLED|
|PROVINCIA                          |SYS_C008334                      |"\"ID_PROVINCIA\" IS NOT NULL"                          |ENABLED|
|PROVINCIA                          |SYS_C008335                      |"\"ID_DEPARTAMENTO\" IS NOT NULL"                       |ENABLED|
|PROVINCIA                          |SYS_C008336                      |"\"CODIGO_PROVINCIA_INEI\" IS NOT NULL"                 |ENABLED|
|PROVINCIA                          |SYS_C008337                      |"\"DESCRIPCION\" IS NOT NULL"                           |ENABLED|
|PROVINCIA                          |SYS_C008338                      |"\"ACTIVE\" IS NOT NULL"                                |ENABLED|
|PROVINCIA                          |SYS_C008339                      |"\"FECHA_REGISTRO\" IS NOT NULL"                        |ENABLED|
|PROVINCIA                          |SYS_C008340                      |"\"USUARIO_REGISTRO\" IS NOT NULL"                      |ENABLED|
|REDO_DB                            |SYS_C001862                      |"\"DBID\" IS NOT NULL"                                  |ENABLED|
|REDO_DB                            |SYS_C001863                      |"\"THREAD#\" IS NOT NULL"                               |ENABLED|
|REDO_DB                            |SYS_C001864                      |"\"RESETLOGS_TIME\" IS NOT NULL"                        |ENABLED|
|REDO_DB                            |SYS_C001865                      |"\"PRESETLOGS_TIME\" IS NOT NULL"                       |ENABLED|
|REDO_DB                            |SYS_C001866                      |"\"RESETLOGS_SCN\" IS NOT NULL"                         |ENABLED|
|REDO_DB                            |SYS_C001867                      |"\"PRESETLOGS_SCN\" IS NOT NULL"                        |ENABLED|
|REDO_DB                            |SYS_C001868                      |"\"TENANT_KEY\" IS NOT NULL"                            |ENABLED|
|REDO_LOG                           |SYS_C001869                      |"\"DBID\" IS NOT NULL"                                  |ENABLED|
|REDO_LOG                           |SYS_C001870                      |"\"THREAD#\" IS NOT NULL"                               |ENABLED|
|REDO_LOG                           |SYS_C001871                      |"\"RESETLOGS_TIME\" IS NOT NULL"                        |ENABLED|
|REDO_LOG                           |SYS_C001872                      |"\"PRESETLOGS_TIME\" IS NOT NULL"                       |ENABLED|
|REDO_LOG                           |SYS_C001873                      |"\"SEQUENCE#\" IS NOT NULL"                             |ENABLED|
|REDO_LOG                           |SYS_C001874                      |"\"RESETLOGS_SCN\" IS NOT NULL"                         |ENABLED|
|REDO_LOG                           |SYS_C001875                      |"\"PRESETLOGS_SCN\" IS NOT NULL"                        |ENABLED|
|REDO_LOG                           |SYS_C001876                      |"\"TENANT_KEY\" IS NOT NULL"                            |ENABLED|
|REPL_SUPPORT_MATRIX                |SYS_C005849                      |"\"REPL_PRODUCT\" IS NOT NULL"                          |ENABLED|
|REPL_SUPPORT_MATRIX                |SYS_C005850                      |"\"SUPPORT_MODE\" IS NOT NULL"                          |ENABLED|
|SCHEDULER_PROGRAM_ARGS_TBL         |SYS_C005793                      |"\"OWNER\" IS NOT NULL"                                 |ENABLED|
|SCHEDULER_PROGRAM_ARGS_TBL         |SYS_C005794                      |"\"PROGRAM_NAME\" IS NOT NULL"                          |ENABLED|
|SCHEDULER_PROGRAM_ARGS_TBL         |SYS_C005795                      |"\"ARGUMENT_POSITION\" IS NOT NULL"                     |ENABLED|
|SQLPLUS_PRODUCT_PROFILE            |SYS_C006854                      |"\"PRODUCT\" IS NOT NULL"                               |ENABLED|
